reward_call_index,case_id,reference_outcome,correct_generations,reward_std,outcome_variants,generated_allowed,generated_dismissed,valid_generations,p_allowed_sampled,y_allowed,call_bin
89,in_abs_train_3738,allowed,1.0,0.1172370982342234,2,1,7,8,0.125,1,0
89,in_abs_train_5518,allowed,4.0,0.187085768623454,2,4,4,8,0.5,1,0
89,in_abs_train_6124,allowed,5.0,0.19121433407598512,2,5,3,8,0.625,1,0
89,in_abs_train_6857,allowed,4.0,0.19622932701475584,2,4,4,8,0.5,1,0
89,sc_1994_insc_126,dismissed,6.0,0.11755083019090688,2,2,6,8,0.25,0,0
89,sc_1995_insc_270,allowed,4.0,0.19486220080416622,2,4,4,8,0.5,1,0
89,sc_2005_insc_537,dismissed,5.0,0.21040340138632518,2,3,5,8,0.375,0,0
89,sc_2007_insc_1150,dismissed,3.0,0.1896225873243553,2,5,3,8,0.625,0,0
89,sc_2009_insc_1008,dismissed,5.0,0.1756604843945985,2,3,5,8,0.375,0,0
89,sc_2012_insc_270,dismissed,3.0,0.2028991106612911,2,5,3,8,0.625,0,0
89,sc_2020_insc_152,allowed,4.0,0.1842217189721978,2,4,4,8,0.5,1,0
90,in_abs_train_2310,allowed,4.0,0.16740617745175335,2,4,4,8,0.5,1,0
90,in_abs_train_236,allowed,4.0,0.1928401077313495,2,4,4,8,0.5,1,0
90,sc_1995_insc_149,dismissed,6.0,0.24086214952309606,2,2,6,8,0.25,0,0
90,sc_1997_insc_714,allowed,3.0,0.17974842820563644,3,3,4,7,0.42857142857142855,1,0
90,sc_2000_insc_490,dismissed,5.0,0.18122356642221155,2,3,5,8,0.375,0,0
90,sc_2004_insc_204,allowed,5.0,0.17571422226801162,2,5,3,8,0.625,1,0
90,sc_2006_insc_125,dismissed,4.0,0.251114171035893,2,4,4,8,0.5,0,0
90,sc_2006_insc_475,allowed,2.0,0.16330722430126146,2,2,6,8,0.25,1,0
90,sc_2012_insc_381,dismissed,3.0,0.18098729422156365,2,5,3,8,0.625,0,0
90,sc_2013_insc_321,dismissed,5.0,0.17688924802455733,3,2,5,7,0.2857142857142857,0,0
90,sc_2018_insc_266,allowed,3.0,0.17705367253626758,2,3,5,8,0.375,1,0
90,sc_2023_insc_1049,dismissed,4.0,0.21718922944386718,2,4,4,8,0.5,0,0
91,in_abs_train_1156,dismissed,4.0,0.1793508888311011,2,4,4,8,0.5,0,0
91,in_abs_train_3318,allowed,4.0,0.19071652044496543,2,4,4,8,0.5,1,0
91,in_abs_train_3474,dismissed,5.0,0.1951643574393203,3,2,5,7,0.2857142857142857,0,0
91,in_abs_train_7070,dismissed,4.0,0.1732679592115733,2,4,4,8,0.5,0,0
91,sc_1971_insc_173,allowed,5.0,0.2062804955809997,2,5,3,8,0.625,1,0
91,sc_1974_insc_278,dismissed,4.0,0.18917188967773732,2,4,4,8,0.5,0,0
91,sc_1979_insc_157,allowed,4.0,0.19994192763513965,2,4,4,8,0.5,1,0
91,sc_2003_insc_43,dismissed,3.0,0.18425747080390567,2,5,3,8,0.625,0,0
91,sc_2012_insc_318,allowed,3.0,0.22231226700278453,3,3,4,7,0.42857142857142855,1,0
91,sc_2014_insc_515,dismissed,3.0,0.18722349453196813,2,5,3,8,0.625,0,0
91,sc_2015_insc_108,allowed,4.0,0.20999408414758763,2,4,4,8,0.5,1,0
91,sc_2022_insc_310,allowed,4.0,0.17286430793637844,2,4,4,8,0.5,1,0
92,in_abs_train_6950,dismissed,3.0,0.19414061025021956,2,5,3,8,0.625,0,0
92,sc_1980_insc_41,allowed,5.0,0.19535222945128444,2,5,3,8,0.625,1,0
92,sc_1980_insc_58,allowed,3.0,0.14190351912320937,2,3,5,8,0.375,1,0
92,sc_1987_insc_330,dismissed,3.0,0.1919375285572211,2,5,3,8,0.625,0,0
92,sc_1992_insc_281,allowed,5.0,0.21483860369532073,2,5,3,8,0.625,1,0
92,sc_1996_insc_1403,allowed,3.0,0.21630190551802922,2,3,5,8,0.375,1,0
92,sc_1998_insc_398,allowed,4.0,0.1760519911032777,2,4,4,8,0.5,1,0
92,sc_2004_insc_551,dismissed,5.0,0.18098987491411936,2,3,5,8,0.375,0,0
92,sc_2011_insc_66,dismissed,4.0,0.23777055783075576,2,4,4,8,0.5,0,0
92,sc_2014_insc_156,dismissed,2.0,0.14266923549394675,2,6,2,8,0.75,0,0
92,sc_2014_insc_307,dismissed,5.0,0.20252980104789517,2,3,5,8,0.375,0,0
92,sc_2016_insc_852,allowed,6.0,0.2310432210465109,2,6,2,8,0.75,1,0
93,in_abs_train_275,allowed,4.0,0.19400646096895313,2,4,4,8,0.5,1,0
93,in_abs_train_2934,dismissed,4.0,0.19397805249896852,2,4,4,8,0.5,0,0
93,in_abs_train_378,dismissed,6.0,0.15322524935798384,2,2,6,8,0.25,0,0
93,in_abs_train_4941,dismissed,3.0,0.2221078308584154,2,5,3,8,0.625,0,0
93,in_abs_train_6688,allowed,4.0,0.19495384577926894,2,4,4,8,0.5,1,0
93,sc_1970_insc_102,dismissed,3.0,0.18525986539193107,2,5,3,8,0.625,0,0
93,sc_1974_insc_92,allowed,6.0,0.16708528919752033,2,6,2,8,0.75,1,0
93,sc_1994_insc_100,allowed,5.0,0.17229253390002186,2,5,3,8,0.625,1,0
93,sc_2006_insc_9,dismissed,6.0,0.17698585587141874,2,2,6,8,0.25,0,0
93,sc_2007_insc_811,allowed,1.0,0.14271707753209986,2,1,7,8,0.125,1,0
93,sc_2015_insc_448,allowed,1.0,0.09069890707787315,2,1,7,8,0.125,1,0
93,sc_2020_insc_269,dismissed,3.0,0.16686687807149336,2,5,3,8,0.625,0,0
94,in_abs_train_2623,dismissed,1.0,0.14780955805324308,2,7,1,8,0.875,0,0
94,in_abs_train_2792,allowed,2.0,0.155054458833281,2,2,6,8,0.25,1,0
94,in_abs_train_3746,allowed,5.0,0.23637860125222906,2,5,3,8,0.625,1,0
94,in_abs_train_5591,dismissed,4.0,0.17180879311949868,2,4,4,8,0.5,0,0
94,sc_1979_insc_35,dismissed,4.0,0.19868367956256025,2,4,4,8,0.5,0,0
94,sc_1980_insc_183,dismissed,5.0,0.1854238504944988,2,3,5,8,0.375,0,0
94,sc_1990_insc_217,dismissed,6.0,0.15839208017305956,2,2,6,8,0.25,0,0
94,sc_2002_insc_64,allowed,3.0,0.17511210376192893,2,3,5,8,0.375,1,0
94,sc_2014_insc_1008,dismissed,3.0,0.19356394564964402,2,5,3,8,0.625,0,0
94,sc_2019_insc_278,allowed,4.0,0.1649927274368622,2,4,4,8,0.5,1,0
94,sc_2020_insc_123,allowed,4.0,0.20207518303397445,2,4,4,8,0.5,1,0
94,sc_2023_insc_680,allowed,3.0,0.18130039939677067,2,3,5,8,0.375,1,0
95,in_abs_train_5079,dismissed,4.0,0.22844053206480455,2,4,4,8,0.5,0,0
95,in_abs_train_581,allowed,4.0,0.2011347607060642,2,4,4,8,0.5,1,0
95,sc_1963_insc_76,allowed,4.0,0.2306836131473742,2,4,4,8,0.5,1,0
95,sc_1965_insc_155,allowed,1.0,0.18928947148451075,3,1,6,7,0.14285714285714285,1,0
95,sc_1980_insc_163,allowed,6.0,0.1733305383800284,2,6,2,8,0.75,1,0
95,sc_1991_insc_213,dismissed,1.0,0.1751282594814516,3,6,1,7,0.8571428571428571,0,0
95,sc_1996_insc_504,dismissed,5.0,0.17335609254199452,2,3,5,8,0.375,0,0
95,sc_1999_insc_160,dismissed,3.0,0.16081626726737835,2,5,3,8,0.625,0,0
95,sc_2003_insc_52,allowed,5.0,0.18027764047094091,2,5,3,8,0.625,1,0
95,sc_2010_insc_629,dismissed,4.0,0.1776433115577512,3,3,4,7,0.42857142857142855,0,0
95,sc_2014_insc_1002,allowed,2.0,0.18691267238529946,2,2,6,8,0.25,1,0
95,sc_2021_insc_65,dismissed,5.0,0.16269087347635697,2,3,5,8,0.375,0,0
96,in_abs_train_1640,dismissed,2.0,0.16150110224634914,2,6,2,8,0.75,0,0
96,in_abs_train_6307,allowed,3.0,0.18168855502421088,2,3,5,8,0.375,1,0
96,sc_1975_insc_264,dismissed,2.0,0.1606095205622571,2,6,2,8,0.75,0,0
96,sc_1987_insc_321,allowed,2.0,0.15556495184028896,2,2,6,8,0.25,1,0
96,sc_1994_insc_532,allowed,2.0,0.1834180618823036,2,2,6,8,0.25,1,0
96,sc_2002_insc_347,dismissed,2.0,0.19789198769292782,2,6,2,8,0.75,0,0
96,sc_2004_insc_98,dismissed,5.0,0.12892699159123786,2,3,5,8,0.375,0,0
96,sc_2006_insc_753,allowed,5.0,0.175417916167363,2,5,3,8,0.625,1,0
96,sc_2007_insc_107,dismissed,3.0,0.17502711089849726,2,5,3,8,0.625,0,0
96,sc_2007_insc_195,allowed,4.0,0.2125278736971089,2,4,4,8,0.5,1,0
96,sc_2007_insc_23,dismissed,5.0,0.22607765184267642,2,3,5,8,0.375,0,0
96,sc_2022_insc_603,allowed,3.0,0.19396958498897102,2,3,5,8,0.375,1,0
97,in_abs_train_7042,dismissed,1.0,0.15862571434367523,3,6,1,7,0.8571428571428571,0,0
97,sc_1965_insc_237,dismissed,6.0,0.20011560680392781,2,2,6,8,0.25,0,0
97,sc_1969_insc_68,dismissed,8.0,0.026264554781381788,1,0,8,8,0.0,0,0
97,sc_1989_insc_295,allowed,5.0,0.1877097211876894,2,5,3,8,0.625,1,0
97,sc_1993_insc_224,allowed,5.0,0.1843842195223655,2,5,3,8,0.625,1,0
97,sc_1996_insc_146,dismissed,2.0,0.2160129641814223,2,6,2,8,0.75,0,0
97,sc_1998_insc_333,allowed,4.0,0.19297647143314053,2,4,4,8,0.5,1,0
97,sc_2004_insc_279,allowed,4.0,0.1535790393555223,2,4,4,8,0.5,1,0
97,sc_2007_insc_30,dismissed,3.0,0.18457705400747673,2,5,3,8,0.625,0,0
97,sc_2014_insc_4,allowed,5.0,0.21873286974784292,2,5,3,8,0.625,1,0
97,sc_2019_insc_658,dismissed,4.0,0.18073860120153,2,4,4,8,0.5,0,0
97,sc_2023_insc_942,allowed,2.0,0.17788712858602676,2,2,6,8,0.25,1,0
98,in_abs_train_4828,dismissed,6.0,0.12628213721587164,2,2,6,8,0.25,0,0
98,in_abs_train_6221,allowed,5.0,0.17179202542609479,2,5,3,8,0.625,1,0
98,sc_1965_insc_21,dismissed,6.0,0.17401998266026622,2,2,6,8,0.25,0,0
98,sc_1975_insc_328,dismissed,5.0,0.1852151599041586,2,3,5,8,0.375,0,0
98,sc_1983_insc_151,allowed,6.0,0.19379305333226282,2,6,2,8,0.75,1,0
98,sc_1990_insc_191,dismissed,5.0,0.17423666204072252,2,3,5,8,0.375,0,0
98,sc_1992_insc_256,allowed,5.0,0.1789458953891053,2,5,3,8,0.625,1,0
98,sc_1998_insc_426,allowed,2.0,0.18641090355775616,2,2,6,8,0.25,1,0
98,sc_2004_insc_359,allowed,3.0,0.17884941551744293,2,3,5,8,0.375,1,0
98,sc_2010_insc_168,dismissed,4.0,0.17444456779074458,2,4,4,8,0.5,0,0
98,sc_2014_insc_523,allowed,1.0,0.13040946608373957,2,1,7,8,0.125,1,0
98,sc_2016_insc_1010,dismissed,4.0,0.19680818692518834,2,4,4,8,0.5,0,0
99,in_abs_train_1448,dismissed,2.0,0.19428753489475392,2,6,2,8,0.75,0,0
99,sc_1960_insc_177,allowed,2.0,0.17005169479975432,2,2,6,8,0.25,1,0
99,sc_1961_insc_337,allowed,3.0,0.2127528176312724,2,3,5,8,0.375,1,0
99,sc_1968_insc_170,dismissed,4.0,0.19002791207392405,2,4,4,8,0.5,0,0
99,sc_1988_insc_148,allowed,4.0,0.20144589819798675,2,4,4,8,0.5,1,0
99,sc_1999_insc_398,dismissed,5.0,0.18098987491411933,2,3,5,8,0.375,0,0
99,sc_2005_insc_279,allowed,3.0,0.21324194661180154,2,3,5,8,0.375,1,0
99,sc_2008_insc_1200,allowed,4.0,0.1760966024455246,2,4,4,8,0.5,1,0
99,sc_2008_insc_3,dismissed,2.0,0.15442927400477818,2,6,2,8,0.75,0,0
99,sc_2008_insc_56,allowed,5.0,0.18794580038917752,2,5,3,8,0.625,1,0
99,sc_2013_insc_422,dismissed,6.0,0.1896824532300905,2,2,6,8,0.25,0,0
99,sc_2017_insc_1096,dismissed,3.0,0.17868241884621364,3,4,3,7,0.5714285714285714,0,0
100,in_abs_train_1214,dismissed,4.0,0.17455536167346117,2,4,4,8,0.5,0,100
100,in_abs_train_582,dismissed,2.0,0.16381551382719922,2,6,2,8,0.75,0,100
100,sc_1962_insc_378,dismissed,2.0,0.1691789580303797,2,6,2,8,0.75,0,100
100,sc_1965_insc_127,dismissed,5.0,0.22054517916597052,2,3,5,8,0.375,0,100
100,sc_1970_insc_147,allowed,3.0,0.16861713905571202,2,3,5,8,0.375,1,100
100,sc_1993_insc_245,dismissed,3.0,0.1772392913919387,2,5,3,8,0.625,0,100
100,sc_1996_insc_1302,allowed,2.0,0.15312698978299025,2,2,6,8,0.25,1,100
100,sc_1998_insc_381,allowed,5.0,0.1815884008544541,2,5,3,8,0.625,1,100
100,sc_2003_insc_599,allowed,2.0,0.14079211684866239,2,2,6,8,0.25,1,100
100,sc_2005_insc_485,allowed,4.0,0.209966026163418,2,4,4,8,0.5,1,100
100,sc_2007_insc_1062,dismissed,5.0,0.1777423866914859,2,3,5,8,0.375,0,100
100,sc_2019_insc_855,allowed,0.0,0.0573857039927345,1,0,8,8,0.0,1,100
101,in_abs_train_3089,allowed,7.0,0.15565036960057035,2,7,1,8,0.875,1,100
101,in_abs_train_5285,allowed,2.0,0.17072021806787516,2,2,6,8,0.25,1,100
101,sc_1975_insc_165,dismissed,3.0,0.17727067597572901,2,5,3,8,0.625,0,100
101,sc_1989_insc_360,allowed,4.0,0.18457428255185757,2,4,4,8,0.5,1,100
101,sc_1995_insc_227,dismissed,4.0,0.16071614008114748,2,4,4,8,0.5,0,100
101,sc_1996_insc_951,dismissed,0.0,0.07438608294448375,1,8,0,8,1.0,0,100
101,sc_2002_insc_320,allowed,7.0,0.11495799034420681,2,7,1,8,0.875,1,100
101,sc_2002_insc_326,dismissed,4.0,0.19365316299265267,2,4,4,8,0.5,0,100
101,sc_2006_insc_615,allowed,5.0,0.20775767361262995,2,5,3,8,0.625,1,100
101,sc_2007_insc_1078,allowed,5.0,0.1965142802021063,2,5,3,8,0.625,1,100
101,sc_2008_insc_599,dismissed,5.0,0.18812475637077422,2,3,5,8,0.375,0,100
101,sc_2020_insc_525,dismissed,6.0,0.1616329029390365,2,2,6,8,0.25,0,100
102,in_abs_train_3507,allowed,4.0,0.1989859735819347,2,4,4,8,0.5,1,100
102,sc_1961_insc_153,dismissed,4.0,0.19606489222776655,2,4,4,8,0.5,0,100
102,sc_1966_insc_138,dismissed,4.0,0.17702882639518985,2,4,4,8,0.5,0,100
102,sc_1971_insc_316,allowed,5.0,0.17455063788993563,2,5,3,8,0.625,1,100
102,sc_1971_insc_33,dismissed,3.0,0.1915374784796809,2,5,3,8,0.625,0,100
102,sc_1976_insc_228,dismissed,2.0,0.17650238114751313,2,6,2,8,0.75,0,100
102,sc_1984_insc_190,dismissed,4.0,0.2133862865224128,2,4,4,8,0.5,0,100
102,sc_1988_insc_228,allowed,4.0,0.20982030055803455,2,4,4,8,0.5,1,100
102,sc_1997_insc_523,allowed,7.0,0.14531050113832594,2,7,1,8,0.875,1,100
102,sc_2000_insc_127,allowed,5.0,0.17848632765951117,2,5,3,8,0.625,1,100
102,sc_2000_insc_427,allowed,7.0,0.12385983131144657,2,7,1,8,0.875,1,100
102,sc_2004_insc_94,dismissed,3.0,0.15186315111529416,3,4,3,7,0.5714285714285714,0,100
103,in_abs_train_2541,dismissed,4.0,0.249927520998341,2,4,4,8,0.5,0,100
103,sc_1962_insc_194,dismissed,3.0,0.20241571426978808,2,5,3,8,0.625,0,100
103,sc_1970_insc_146,dismissed,5.0,0.211707819921966,2,3,5,8,0.375,0,100
103,sc_1987_insc_358,allowed,4.0,0.18800590974279047,2,4,4,8,0.5,1,100
103,sc_1990_insc_53,dismissed,3.0,0.1699926862922553,2,5,3,8,0.625,0,100
103,sc_1999_insc_136,allowed,7.0,0.12119550812829735,2,7,1,8,0.875,1,100
103,sc_1999_insc_263,dismissed,4.0,0.1942866682013872,2,4,4,8,0.5,0,100
103,sc_2003_insc_214,dismissed,5.0,0.20019507088084013,2,3,5,8,0.375,0,100
103,sc_2011_insc_77,allowed,4.0,0.18708286933869703,2,4,4,8,0.5,1,100
103,sc_2020_insc_232,allowed,3.0,0.1808354125401643,2,3,5,8,0.375,1,100
103,sc_2022_insc_1201,allowed,4.0,0.18872916157438793,2,4,4,8,0.5,1,100
103,sc_2022_insc_538,allowed,2.0,0.1616743171361134,2,2,6,8,0.25,1,100
104,in_abs_train_2834,dismissed,5.0,0.1612745413218448,2,3,5,8,0.375,0,100
104,in_abs_train_6800,dismissed,5.0,0.22467782244878173,2,3,5,8,0.375,0,100
104,in_abs_train_7062,allowed,3.0,0.17643742084167938,2,3,5,8,0.375,1,100
104,sc_1970_insc_173,dismissed,6.0,0.17875000924374018,2,2,6,8,0.25,0,100
104,sc_1972_insc_208,dismissed,3.0,0.18149463437737615,2,5,3,8,0.625,0,100
104,sc_1974_insc_18,dismissed,6.0,0.14253200076183623,2,2,6,8,0.25,0,100
104,sc_2001_3_415_423_en,allowed,4.0,0.20471777331917282,2,4,4,8,0.5,1,100
104,sc_2005_insc_584,allowed,3.0,0.1913928665509711,2,3,5,8,0.375,1,100
104,sc_2009_insc_817,allowed,5.0,0.13124289096393538,2,5,3,8,0.625,1,100
104,sc_2010_insc_624,dismissed,3.0,0.19444906654853397,2,5,3,8,0.625,0,100
104,sc_2021_insc_418,allowed,1.0,0.174706935731977,2,1,7,8,0.125,1,100
104,sc_2023_insc_669,allowed,4.0,0.18708286933869706,2,4,4,8,0.5,1,100
105,in_abs_train_3284,dismissed,3.0,0.1730233230304516,2,5,3,8,0.625,0,100
105,in_abs_train_3433,dismissed,5.0,0.2153755792045486,2,3,5,8,0.375,0,100
105,in_abs_train_3580,dismissed,4.0,0.1867855883808644,2,4,4,8,0.5,0,100
105,sc_1959_insc_75,dismissed,4.0,0.1823264146043815,2,4,4,8,0.5,0,100
105,sc_1968_insc_211,allowed,4.0,0.17070557359718183,3,4,3,7,0.5714285714285714,1,100
105,sc_1971_insc_16,allowed,3.0,0.17239082187471227,2,3,5,8,0.375,1,100
105,sc_1988_insc_342,allowed,3.0,0.19188727857409263,2,3,5,8,0.375,1,100
105,sc_2004_insc_333,dismissed,4.0,0.20365108189002845,2,4,4,8,0.5,0,100
105,sc_2006_insc_357,allowed,7.0,0.13884172884850882,2,7,1,8,0.875,1,100
105,sc_2007_insc_343,dismissed,4.0,0.20322228988755847,2,4,4,8,0.5,0,100
105,sc_2021_insc_524,allowed,4.0,0.20896303813879205,2,4,4,8,0.5,1,100
105,sc_2023_insc_167,allowed,7.0,0.09709627442871588,2,7,1,8,0.875,1,100
106,in_abs_train_5980,dismissed,5.0,0.19918856599069273,2,3,5,8,0.375,0,100
106,sc_1971_insc_28,dismissed,6.0,0.16819819503341882,2,2,6,8,0.25,0,100
106,sc_1986_insc_150,allowed,3.0,0.16305870614386012,3,3,4,7,0.42857142857142855,1,100
106,sc_1996_insc_1030,dismissed,5.0,0.182495968848173,2,3,5,8,0.375,0,100
106,sc_1999_insc_564,dismissed,4.0,0.2081007117959955,2,4,4,8,0.5,0,100
106,sc_1999_insc_572,allowed,6.0,0.16338910474091345,2,6,2,8,0.75,1,100
106,sc_2002_insc_288,allowed,6.0,0.1734574127473075,2,6,2,8,0.75,1,100
106,sc_2010_insc_140,allowed,5.0,0.17362716834014655,2,5,3,8,0.625,1,100
106,sc_2013_insc_565,dismissed,4.0,0.2475668273514539,2,4,4,8,0.5,0,100
106,sc_2015_insc_406,allowed,2.0,0.15294723646688468,2,2,6,8,0.25,1,100
106,sc_2020_insc_542,dismissed,3.0,0.18568799666142358,2,5,3,8,0.625,0,100
106,sc_2022_insc_661,allowed,1.0,0.12374368670764581,2,1,7,8,0.125,1,100
107,in_abs_train_3564,dismissed,5.0,0.1613517639850009,2,3,5,8,0.375,0,100
107,sc_1954_insc_51,allowed,4.0,0.20497999684638218,2,4,4,8,0.5,1,100
107,sc_1967_insc_185,allowed,2.0,0.17152055986195106,2,2,6,8,0.25,1,100
107,sc_1979_insc_205,allowed,5.0,0.18100285930925233,2,5,3,8,0.625,1,100
107,sc_1985_insc_156,dismissed,4.0,0.18740335306784514,2,4,4,8,0.5,0,100
107,sc_1994_insc_464,dismissed,3.0,0.25761058187530383,2,5,3,8,0.625,0,100
107,sc_2007_insc_839,dismissed,4.0,0.17336630809334325,2,4,4,8,0.5,0,100
107,sc_2008_insc_1311,allowed,3.0,0.1579853481442396,2,3,5,8,0.375,1,100
107,sc_2011_insc_377,dismissed,4.0,0.20480612565824988,2,4,4,8,0.5,0,100
107,sc_2015_insc_10,dismissed,4.0,0.19977601017407326,2,4,4,8,0.5,0,100
107,sc_2017_insc_691,allowed,4.0,0.20342568861550026,2,4,4,8,0.5,1,100
107,sc_2020_insc_298,allowed,4.0,0.1805636657922538,2,4,4,8,0.5,1,100
108,in_abs_train_1257,dismissed,5.0,0.21466726681896056,2,3,5,8,0.375,0,100
108,sc_1962_insc_225,allowed,5.0,0.13589318772398407,2,5,3,8,0.625,1,100
108,sc_1975_insc_282,dismissed,5.0,0.20908048973349147,2,3,5,8,0.375,0,100
108,sc_1988_insc_205,allowed,6.0,0.16271584565914723,2,6,2,8,0.75,1,100
108,sc_1997_insc_811,dismissed,6.0,0.14448249708627584,2,2,6,8,0.25,0,100
108,sc_1999_insc_42,dismissed,4.0,0.2335579138182709,2,4,4,8,0.5,0,100
108,sc_2006_insc_119,allowed,6.0,0.1629187324798997,2,6,2,8,0.75,1,100
108,sc_2007_insc_459,allowed,3.0,0.18114220932736796,2,3,5,8,0.375,1,100
108,sc_2007_insc_850,allowed,5.0,0.17408934701355896,2,5,3,8,0.625,1,100
108,sc_2014_insc_363,dismissed,6.0,0.19679870436526384,2,2,6,8,0.25,0,100
108,sc_2015_insc_191,dismissed,4.0,0.21491441202074774,2,4,4,8,0.5,0,100
108,sc_2018_insc_757,allowed,5.0,0.20161193335093316,2,5,3,8,0.625,1,100
109,in_abs_train_6409,allowed,3.0,0.20303439833583953,2,3,5,8,0.375,1,100
109,sc_1962_insc_265,allowed,4.0,0.18708673504172182,2,4,4,8,0.5,1,100
109,sc_1966_insc_212,dismissed,3.0,0.15386896781534526,2,5,3,8,0.625,0,100
109,sc_1996_insc_997,dismissed,6.0,0.17133197633322642,2,2,6,8,0.25,0,100
109,sc_1998_insc_111,allowed,4.0,0.2709608365658284,2,4,4,8,0.5,1,100
109,sc_2000_insc_59,allowed,3.0,0.1988928923748888,2,3,5,8,0.375,1,100
109,sc_2001_insc_415,allowed,3.0,0.18145645876785818,2,3,5,8,0.375,1,100
109,sc_2006_insc_295,dismissed,5.0,0.19234104891241352,2,3,5,8,0.375,0,100
109,sc_2009_insc_1229,dismissed,2.0,0.1632243553925988,2,6,2,8,0.75,0,100
109,sc_2012_insc_485,dismissed,5.0,0.1813767014048387,2,3,5,8,0.375,0,100
109,sc_2013_insc_215,allowed,2.0,0.20538552266555235,2,2,6,8,0.25,1,100
109,sc_2023_insc_63,dismissed,5.0,0.1919119491957101,2,3,5,8,0.375,0,100
110,in_abs_train_5604,dismissed,2.0,0.19288854283071646,2,6,2,8,0.75,0,100
110,sc_1990_insc_30,allowed,4.0,0.15433618775327332,2,4,4,8,0.5,1,100
110,sc_2003_insc_734,dismissed,5.0,0.19174530865931802,2,3,5,8,0.375,0,100
110,sc_2006_insc_642,allowed,4.0,0.18154500622631922,2,4,4,8,0.5,1,100
110,sc_2009_insc_1100,allowed,3.0,0.18119892137411542,2,3,5,8,0.375,1,100
110,sc_2009_insc_276,dismissed,4.0,0.19225095674874812,2,4,4,8,0.5,0,100
110,sc_2013_insc_667,dismissed,4.0,0.1991661523703262,2,4,4,8,0.5,0,100
110,sc_2015_insc_305,allowed,5.0,0.18554809998262278,2,5,3,8,0.625,1,100
110,sc_2015_insc_63,dismissed,4.0,0.1867855883808644,2,4,4,8,0.5,0,100
110,sc_2019_insc_197,allowed,5.0,0.20557110127294503,2,5,3,8,0.625,1,100
110,sc_2021_insc_13,dismissed,5.0,0.18098987491411936,2,3,5,8,0.375,0,100
110,sc_2022_insc_1268,allowed,3.0,0.1839970514868738,2,3,5,8,0.375,1,100
111,in_abs_train_1485,dismissed,1.0,0.1069480732738282,2,7,1,8,0.875,0,100
111,in_abs_train_4339,allowed,4.0,0.20919680200251972,2,4,4,8,0.5,1,100
111,in_abs_train_5514,allowed,4.0,0.18738498555780822,2,4,4,8,0.5,1,100
111,sc_1961_insc_171,dismissed,5.0,0.2212223144018596,2,3,5,8,0.375,0,100
111,sc_1962_insc_19,allowed,4.0,0.23226780020490947,2,4,4,8,0.5,1,100
111,sc_1962_insc_192,dismissed,3.0,0.195410756130557,2,5,3,8,0.625,0,100
111,sc_1998_insc_199,dismissed,5.0,0.1610757252287805,2,3,5,8,0.375,0,100
111,sc_2006_insc_987,dismissed,3.0,0.2101601654426663,2,5,3,8,0.625,0,100
111,sc_2009_insc_313,allowed,3.0,0.1953108999124609,2,3,5,8,0.375,1,100
111,sc_2011_insc_55,allowed,3.0,0.19641250096598808,2,3,5,8,0.375,1,100
111,sc_2014_insc_1012,allowed,6.0,0.16184902232261308,2,6,2,8,0.75,1,100
111,sc_2021_insc_344,dismissed,3.0,0.2000626478249594,2,5,3,8,0.625,0,100
112,in_abs_train_2125,allowed,6.0,0.17043698700284945,2,6,2,8,0.75,1,100
112,in_abs_train_4037,allowed,4.0,0.17306767036851714,2,4,4,8,0.5,1,100
112,sc_1952_insc_6,dismissed,4.0,0.2128281939377312,2,4,4,8,0.5,0,100
112,sc_1970_insc_166,allowed,4.0,0.18254643550129013,2,4,4,8,0.5,1,100
112,sc_1996_insc_127,dismissed,2.0,0.1804021258466715,2,6,2,8,0.75,0,100
112,sc_1996_insc_834,dismissed,5.0,0.2075200378655094,2,3,5,8,0.375,0,100
112,sc_1998_insc_15,allowed,5.0,0.1635750394369071,2,5,3,8,0.625,1,100
112,sc_2006_insc_88,dismissed,2.0,0.16658630817759382,2,6,2,8,0.75,0,100
112,sc_2007_insc_1109,allowed,5.0,0.18834816880538136,2,5,3,8,0.625,1,100
112,sc_2014_insc_687,dismissed,2.0,0.17260057705983747,2,6,2,8,0.75,0,100
112,sc_2017_insc_1264,dismissed,3.0,0.19136031419830793,2,5,3,8,0.625,0,100
112,sc_2021_insc_540,allowed,3.0,0.1948129180962791,2,3,5,8,0.375,1,100
113,in_abs_train_5905,dismissed,5.0,0.18837798011672474,2,3,5,8,0.375,0,100
113,in_abs_train_768,dismissed,7.0,0.12764063796435876,2,1,7,8,0.125,0,100
113,in_abs_train_834,dismissed,5.0,0.23742901785693282,2,3,5,8,0.375,0,100
113,sc_1966_insc_23,allowed,1.0,0.12420324644940416,2,1,7,8,0.125,1,100
113,sc_1967_insc_203,dismissed,5.0,0.20369209831894983,2,3,5,8,0.375,0,100
113,sc_1981_insc_64,allowed,3.0,0.20434455993397,2,3,5,8,0.375,1,100
113,sc_1997_insc_631,allowed,4.0,0.20521440100887556,2,4,4,8,0.5,1,100
113,sc_2007_insc_1312,dismissed,4.0,0.18708286933869706,2,4,4,8,0.5,0,100
113,sc_2007_insc_621,allowed,5.0,0.1808073371565514,2,5,3,8,0.625,1,100
113,sc_2008_insc_440,allowed,3.0,0.20906843304018313,2,3,5,8,0.375,1,100
113,sc_2011_insc_619,allowed,2.0,0.17929450362059807,2,2,6,8,0.25,1,100
113,sc_2017_insc_116,dismissed,7.0,0.122116878310035,2,1,7,8,0.125,0,100
